,Unnamed: 0,tender_id,tender_country,tender_year,tender_title,tender_mainCpv,tender_cpvs,tender_procedureType,buyer_id,buyer_name,buyer_city,buyer_country,buyer_postcode,bidder_id,bidder_name,bidder_city,bidder_country,bidder_postcode,bid_price,bid_price_EUR,bid_price_currency,tender_estimatedPrice,tender_estimatedPrice_EUR,tender_estimatedPrice_currency,tender_finalPrice,tender_finalPrice_EUR,tender_finalPrice_currency,tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD,tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION,tender_indicator_INTEGRITY_DECISION_PERIOD,tender_indicator_INTEGRITY_NEW_COMPANY,tender_indicator_INTEGRITY_PROCEDURE_TYPE,tender_indicator_INTEGRITY_SINGLE_BID,tender_indicator_INTEGRITY_TAX_HAVEN,tender_three_Cpvs
24588,20231,eedff73f-2416-4356-a0bf-102d8aec6fb0,SI,2016.0,Strelivo – Dobava nabojev.,35330000.0,35330000,OPEN,EU_body_550a8e8a3c2126d77bc665134a89a928b3d50180246df39c88e95e42723477e4,Ministrstvo za notranje zadeve,Ljubljana,SI,1000.0,EU_body_976801002fbe72fe8099de8ce462d11399a6bb0b38416888be70b9508191c194,Ancelj d.o.o.,Novo mesto,SI,8000,125730.0,125730.0,EUR,,,,502920.0,502920.0,EUR,100.0,0.0,100.0,100.0,100.0,0.0,100.0,353
24652,20298,fdf76a88-d923-4b8a-bf44-064c83f5593b,SI,2016.0,Strelivo.,35330000.0,35330000,OPEN,EU_body_550a8e8a3c2126d77bc665134a89a928b3d50180246df39c88e95e42723477e4,Ministrstvo za notranje zadeve,Ljubljana,SI,1000.0,EU_body_976801002fbe72fe8099de8ce462d11399a6bb0b38416888be70b9508191c194,Ancelj d.o.o.,Novo mesto,SI,8000,66000.0,66000.0,EUR,,,,264000.0,264000.0,EUR,100.0,0.0,100.0,100.0,100.0,0.0,100.0,353
39151,7367,eeb5fe58-84fd-430e-9e38-3001eff88635,SI,2017.0,Javno naročilo za dobavo nabojev.,35331500.0,35331500,OPEN,EU_body_550a8e8a3c2126d77bc665134a89a928b3d50180246df39c88e95e42723477e4,Ministrstvo za notranje zadeve,Ljubljana,SI,1000.0,EU_body_4e8e3a23175277e0cb5bcebdd9534aec64b3abeab60e63847a8b46ac7e515966,"HAMEX, TRGOVINA IN STORITVE, D.O.O.",VRHNIKA,SI,1360,296000.0,296000.0,EUR,,,,1407200.0,1407200.0,EUR,100.0,0.0,100.0,100.0,100.0,100.0,100.0,353
39152,7368,eeb5fe58-84fd-430e-9e38-3001eff88635,SI,2017.0,Javno naročilo za dobavo nabojev.,35331500.0,35331500,OPEN,EU_body_550a8e8a3c2126d77bc665134a89a928b3d50180246df39c88e95e42723477e4,Ministrstvo za notranje zadeve,Ljubljana,SI,1000.0,EU_body_0cad49d0f31b867575e39592872b198ae1e0957f394c9b1bd0a24a1e932c3cbd,Group 22 d.o.o.,Ljubljana,SI,1000,516000.0,516000.0,EUR,,,,1407200.0,1407200.0,EUR,100.0,0.0,100.0,100.0,100.0,100.0,100.0,353
39153,7369,eeb5fe58-84fd-430e-9e38-3001eff88635,SI,2017.0,Javno naročilo za dobavo nabojev.,35331500.0,35331500,OPEN,EU_body_550a8e8a3c2126d77bc665134a89a928b3d50180246df39c88e95e42723477e4,Ministrstvo za notranje zadeve,Ljubljana,SI,1000.0,EU_body_976801002fbe72fe8099de8ce462d11399a6bb0b38416888be70b9508191c194,Ancelj d.o.o.,Novo mesto,SI,8000,595200.0,595200.0,EUR,,,,1407200.0,1407200.0,EUR,100.0,0.0,100.0,100.0,100.0,100.0,100.0,353
43105,11914,70a11dac-0a7d-457b-9bd8-2486ad3396a1,SI,2017.0,Javno naročilo za dobavo kratkocevnega in dolgocevnega orožja.,35300000.0,35300000,OPEN,EU_body_550a8e8a3c2126d77bc665134a89a928b3d50180246df39c88e95e42723477e4,Ministrstvo za notranje zadeve,Ljubljana,SI,1000.0,EU_body_b64567d03d794d0e4d1d02807d0069de3fca630045e3ce3ce43868b435f9fe10,Lab Commerce d.o.o.,Ljubljana,SI,1000,90000.0,90000.0,EUR,,,,577068.0,577068.0,EUR,100.0,0.0,100.0,,100.0,0.0,100.0,353
43106,11915,70a11dac-0a7d-457b-9bd8-2486ad3396a1,SI,2017.0,Javno naročilo za dobavo kratkocevnega in dolgocevnega orožja.,35300000.0,35300000,OPEN,EU_body_550a8e8a3c2126d77bc665134a89a928b3d50180246df39c88e95e42723477e4,Ministrstvo za notranje zadeve,Ljubljana,SI,1000.0,EU_body_106fac2950971af172cedeb3ec9005a49a3e547b3ca5d3e66b56b4362068eafe,Perigon d.o.o.,Ljubljana,SI,1000,487068.0,487068.0,EUR,,,,577068.0,577068.0,EUR,100.0,0.0,100.0,,100.0,0.0,100.0,353
44885,14020,2b11e6de-99f2-4c9b-899f-188f8582bbbb,SI,2017.0,Javno naročilo za oddajo naročila blaga po odprtem postopku za dobavo nabojev – markirni naboji Simunition.,35330000.0,35330000,OPEN,EU_body_550a8e8a3c2126d77bc665134a89a928b3d50180246df39c88e95e42723477e4,Ministrstvo za notranje zadeve,Ljubljana,SI,1000.0,EU_body_0cad49d0f31b867575e39592872b198ae1e0957f394c9b1bd0a24a1e932c3cbd,Group 22 d.o.o.,Ljubljana,SI,1000,36000.0,36000.0,EUR,,,,144000.0,144000.0,EUR,100.0,0.0,100.0,100.0,100.0,0.0,100.0,353
53951,24914,39d46598-acfd-4064-bee1-557f5c82929a,SI,2017.0,Naboji kal. 9 x 9 mm C.I.P.,35330000.0,35330000,OPEN,EU_body_550a8e8a3c2126d77bc665134a89a928b3d50180246df39c88e95e42723477e4,Ministrstvo za notranje zadeve,Ljubljana,SI,1000.0,EU_body_976801002fbe72fe8099de8ce462d11399a6bb0b38416888be70b9508191c194,Ancelj d.o.o.,Novo mesto,SI,8000,66000.0,66000.0,EUR,,,,264000.0,264000.0,EUR,100.0,0.0,100.0,100.0,100.0,0.0,100.0,353
57049,28358,e41ac083-37b8-4026-be60-5e2c77c993b2,SI,2017.0,"Javno naročilo za oddajo naročila blaga po odprtem postopku za dobavo nabojev, št. 430-67/2014.",35330000.0,35330000,OPEN,EU_body_550a8e8a3c2126d77bc665134a89a928b3d50180246df39c88e95e42723477e4,Ministrstvo za notranje zadeve,Ljubljana,SI,1000.0,EU_body_976801002fbe72fe8099de8ce462d11399a6bb0b38416888be70b9508191c194,Ancelj d.o.o.,Novo mesto,SI,8000,125730.0,125730.0,EUR,,,,502920.0,502920.0,EUR,100.0,0.0,100.0,100.0,100.0,0.0,100.0,353
668,30,2dbf9bfd-cf5e-4dec-875b-c88ffe0a0d03,IS,2012.0,15151 Search and rescue helicopter for rental for the Icelandic Coast Guard,35612500.0,35612500,OPEN,EU_body_4f9b0a9bec4497035248985b73c377fd50484dd055edfc211c190beaffc5cc02,Rikiskaup (The State Trading Centre),Reykjavik,IS,105,EU_body_f01e874ce80a32f6bed36e7d5a07bc01f5e154d652799b90cb6caf4d35e3154c,Knut Axel Ugland Holding AS,,NO,,,,,,,,,,,100.0,100.0,100.0,,100.0,100.0,100.0,356
3454,3702,e5c43d99-1249-4a65-8d87-3ab96c9c98e1,HU,2014.0,Mobil hőkép-felderítő rendszerek szállítása.,35412400,35412400,OPEN,EU_body_89da06d06acdaee3e59e9835d36ec78aa30884873be9c8e8557b228f07525fd3,Országos Rendőr-főkapitányság,Budapest,HU,1139.0,EU_body_f01de58641ee9f2945eca977ace9944ff15e9c3af229b7f36daad8ed9d483328,Fercom Kommunikációs Kft.,Budapest,HU,1036,1048729.0,1048729.0,EUR,1175339.0,1175339.0,EUR,1048729.0,1048729.0,EUR,100.0,100.0,0.0,,100.0,100.0,100.0,354
8057,3816,bc2b0cd0-d7b8-4844-a788-2c683a10b478,HU,2015.0,Adásvételi keretszerződés „Vaklőszerek beszerzése” tárgyban.,35330000,35330000,OPEN,EU_body_8ac3ee3985aea628af7740a0304301328f48b82c83298bc0a321cb4aa1fa2d5c,Honvédelmi Minisztérium Beszerzési Hivatal,Budapest,HU,1135.0,EU_body_3bd6fa501423fe63225d76f8cb1184b287983302199cc764b36e6bb5e9c3b5cc,RUAG Ammotec Magyarország Zrt.,Sirok,HU,3332,466491.0,466491.0,EUR,,,,693924.0,693924.0,EUR,100.0,100.0,0.0,,100.0,100.0,100.0,353
8058,3817,bc2b0cd0-d7b8-4844-a788-2c683a10b478,HU,2015.0,Adásvételi keretszerződés „Vaklőszerek beszerzése” tárgyban.,35330000,35330000,OPEN,EU_body_8ac3ee3985aea628af7740a0304301328f48b82c83298bc0a321cb4aa1fa2d5c,Honvédelmi Minisztérium Beszerzési Hivatal,Budapest,HU,1135.0,EU_body_3bd6fa501423fe63225d76f8cb1184b287983302199cc764b36e6bb5e9c3b5cc,RUAG Ammotec Magyarország Zrt.,Sirok,HU,3332,227433.0,227433.0,EUR,,,,693924.0,693924.0,EUR,100.0,100.0,0.0,,100.0,100.0,100.0,353
9651,594,751baa00-4fe2-4134-bbe5-344ed17db67a,HU,2010.0,Felderítő eszközök (szívdobbanás mérők) beszerzése rejtőzködő személyek detektálása céljából.,35721000,35721000,OPEN,EU_body_89da06d06acdaee3e59e9835d36ec78aa30884873be9c8e8557b228f07525fd3,Országos Rendőr-főkapitányság,Budapest,HU,1139.0,EU_body_f01de58641ee9f2945eca977ace9944ff15e9c3af229b7f36daad8ed9d483328,Fercom Kommunikációs Kft.,Budapest,HU,1036,165062.0,165062.0,EUR,,,,165062.0,165062.0,EUR,100.0,0.0,100.0,,100.0,100.0,100.0,357
10330,320,567394a9-278d-4de8-af84-ebda5b7cc21a,HU,2016.0,Lőszerek beszerzése – Vaklőszer.,35330000,35330000,OPEN,EU_body_8ac3ee3985aea628af7740a0304301328f48b82c83298bc0a321cb4aa1fa2d5c,Honvédelmi Minisztérium Beszerzési Hivatal,Budapest,HU,1135.0,EU_body_5c2cecbe7fe7013f375c20359aec97a2a10c2842947b3be45a4e6d9dc72f542f,Ruag Ammotec Magyarországi Zrt.,Sirok,HU,3332,129011.0,129011.0,EUR,,,,225769.0,225769.0,EUR,100.0,100.0,0.0,,100.0,100.0,100.0,353
10331,321,567394a9-278d-4de8-af84-ebda5b7cc21a,HU,2016.0,Lőszerek beszerzése – Vaklőszer.,35330000,35330000,OPEN,EU_body_8ac3ee3985aea628af7740a0304301328f48b82c83298bc0a321cb4aa1fa2d5c,Honvédelmi Minisztérium Beszerzési Hivatal,Budapest,HU,1135.0,EU_body_5c2cecbe7fe7013f375c20359aec97a2a10c2842947b3be45a4e6d9dc72f542f,Ruag Ammotec Magyarországi Zrt.,Sirok,HU,3332,96758.0,96758.0,EUR,,,,225769.0,225769.0,EUR,100.0,100.0,0.0,,100.0,100.0,100.0,353
30165,4468,4f94a36f-9740-4b72-910b-434d4d1d15ec,HU,2012.0,Mobil Hőkép-felderítő Rendszerek szállítása.,35412400,35412400,OPEN,EU_body_89da06d06acdaee3e59e9835d36ec78aa30884873be9c8e8557b228f07525fd3,Országos Rendőr-főkapitányság,Budapest,HU,1139,EU_body_f01de58641ee9f2945eca977ace9944ff15e9c3af229b7f36daad8ed9d483328,Fercom Kommunikációs Kft.,Budapest,HU,1036,1263870.0,1263870.0,EUR,1768377.0,1768377.0,EUR,1263870.0,1263870.0,EUR,100.0,100.0,0.0,,100.0,100.0,100.0,354
31599,708,9e0caeaf-2cb4-461b-92f7-518ba1a8719f,HU,2017.0,Pécsi Haditechnikai Élménypark kialakításához haditechnikai eszközök és felszerelések beszerzése.,35400000,35400000,OPEN,EU_body_b0d622e13ed072cc6a7a15385c468f311c1c44df7f2e79f981d0f4a35891b97e,Pécs Megyei Jogú Város Önkormányzata,Pécs,HU,7621,EU_body_11e5f082caddd0911c63959676d5c2251dd48fafd9120b1c7f2d150b9f2d5f40,Eastwest Defence Kft.,Csomád,HU,2161,4726.0,4726.0,EUR,,,,808125.0,808125.0,EUR,100.0,0.0,100.0,,100.0,0.0,100.0,354
31600,709,9e0caeaf-2cb4-461b-92f7-518ba1a8719f,HU,2017.0,Pécsi Haditechnikai Élménypark kialakításához haditechnikai eszközök és felszerelések beszerzése.,35400000,35400000,OPEN,EU_body_b0d622e13ed072cc6a7a15385c468f311c1c44df7f2e79f981d0f4a35891b97e,Pécs Megyei Jogú Város Önkormányzata,Pécs,HU,7621,EU_body_98315caccfa156a19cd59d6c040940e99f0c4f7edfcb22ec7e392d454137f286,Poligon Group Kft.,Szomód,HU,2896,6436.0,6436.0,EUR,,,,808125.0,808125.0,EUR,100.0,0.0,100.0,,100.0,0.0,100.0,354
31601,710,9e0caeaf-2cb4-461b-92f7-518ba1a8719f,HU,2017.0,Pécsi Haditechnikai Élménypark kialakításához haditechnikai eszközök és felszerelések beszerzése.,35400000,35400000,OPEN,EU_body_b0d622e13ed072cc6a7a15385c468f311c1c44df7f2e79f981d0f4a35891b97e,Pécs Megyei Jogú Város Önkormányzata,Pécs,HU,7621,EU_body_cbb4fc767409f894bb23a875352f0ff764e433989367ee65f15d0559fb1aaf57,Eastwest Defence Kft.,Csomád,HU,2161,3237.0,3237.0,EUR,,,,808125.0,808125.0,EUR,100.0,0.0,100.0,,100.0,0.0,100.0,354
31602,711,9e0caeaf-2cb4-461b-92f7-518ba1a8719f,HU,2017.0,Pécsi Haditechnikai Élménypark kialakításához haditechnikai eszközök és felszerelések beszerzése.,35400000,35400000,OPEN,EU_body_b0d622e13ed072cc6a7a15385c468f311c1c44df7f2e79f981d0f4a35891b97e,Pécs Megyei Jogú Város Önkormányzata,Pécs,HU,7621,EU_body_f8aa95e7cae9ba31764ba71454be16aec95dc04b8b308e7c69ddd9b337224534,V&V Motor Kft.,Budaörs,HU,2040,373604.0,373604.0,EUR,,,,808125.0,808125.0,EUR,100.0,0.0,100.0,,100.0,0.0,100.0,354
31603,712,9e0caeaf-2cb4-461b-92f7-518ba1a8719f,HU,2017.0,Pécsi Haditechnikai Élménypark kialakításához haditechnikai eszközök és felszerelések beszerzése.,35400000,35400000,OPEN,EU_body_b0d622e13ed072cc6a7a15385c468f311c1c44df7f2e79f981d0f4a35891b97e,Pécs Megyei Jogú Város Önkormányzata,Pécs,HU,7621,EU_body_f8aa95e7cae9ba31764ba71454be16aec95dc04b8b308e7c69ddd9b337224534,V&V Motor Kft.,Budaörs,HU,2040,258328.0,258328.0,EUR,,,,808125.0,808125.0,EUR,100.0,0.0,100.0,,100.0,0.0,100.0,354
31604,713,9e0caeaf-2cb4-461b-92f7-518ba1a8719f,HU,2017.0,Pécsi Haditechnikai Élménypark kialakításához haditechnikai eszközök és felszerelések beszerzése.,35400000,35400000,OPEN,EU_body_b0d622e13ed072cc6a7a15385c468f311c1c44df7f2e79f981d0f4a35891b97e,Pécs Megyei Jogú Város Önkormányzata,Pécs,HU,7621,EU_body_f8aa95e7cae9ba31764ba71454be16aec95dc04b8b308e7c69ddd9b337224534,V&V Motor Kft.,Budaörs,HU,2040,161795.0,161795.0,EUR,,,,808125.0,808125.0,EUR,100.0,0.0,100.0,,100.0,0.0,100.0,354
36021,5400,623f6559-e407-484d-bcf5-312d82c94514,HU,2017.0,Irányítóközpont és mobil vezetési pontok beszerzése.,35711000,35711000,,EU_body_f0c8d4e91b0b36074126d68d0f91eef48f1b1d65f59a1b5170d437cab71505d8,Budapesti Rendőr-főkapitányság,Budapest,HU,1139,EU_body_7b6f74ada9cb121fc983d11941df0a0286e180db3825dd464cf5e59c8f761bbc,Scorpio Kereskedelmi és Szolgáltató Kft.,Budapest,HU,1037,222100.0,222100.0,EUR,,,,222100.0,222100.0,EUR,100.0,0.0,100.0,,100.0,100.0,100.0,357
3750,27511,e5e9cb51-c8e9-47e7-afbb-154ed313d2c6,PT,2017.0,Aquisição de munições de vários calibres.,35330000.0,35330000,OPEN,EU_body_c7f392412ebd91fdee6732549fea5705df62e6102847c3669573cbe09ca1763a,Polícia de Segurança Pública,Lisboa,PT,1170-298,EU_body_5b9aa85c9498698b28b0c3191567a9ba4ab249b549c65dd5de4510ffdc242f54,"Antero Lopes, Lda",Lisboa,PT,1150-234,,,,,,,282000.0,282000.0,EUR,100.0,0.0,100.0,,100.0,100.0,100.0,353
3751,27512,e5e9cb51-c8e9-47e7-afbb-154ed313d2c6,PT,2017.0,Aquisição de munições de vários calibres.,35330000.0,35330000,OPEN,EU_body_c7f392412ebd91fdee6732549fea5705df62e6102847c3669573cbe09ca1763a,Polícia de Segurança Pública,Lisboa,PT,1170-298,EU_body_5b9aa85c9498698b28b0c3191567a9ba4ab249b549c65dd5de4510ffdc242f54,"Antero Lopes, Lda",Lisboa,PT,1150-234,,,,,,,282000.0,282000.0,EUR,100.0,0.0,100.0,,100.0,100.0,100.0,353
3752,27513,e5e9cb51-c8e9-47e7-afbb-154ed313d2c6,PT,2017.0,Aquisição de munições de vários calibres.,35330000.0,35330000,OPEN,EU_body_c7f392412ebd91fdee6732549fea5705df62e6102847c3669573cbe09ca1763a,Polícia de Segurança Pública,Lisboa,PT,1170-298,EU_body_494d00445a2449d4dd64c914f1679edf451297d2135c07f906767b5874a9b96e,"Sodarca, Lda",Odivelas,PT,2620-403,,,,,,,282000.0,282000.0,EUR,100.0,0.0,100.0,,100.0,100.0,100.0,353
4998,46700,7f4c9524-3010-4b26-9b1f-bb50a0dd6eac,PT,2011.0,Concurso público nº N002/2011.,35712000.0,35712000,OPEN,EU_body_04be7e625976c18e0efe6425a5931a4326a99f2b9ef0082526f86cb58db9eea9,Ministério da Defesa Nacional – Exército Português – Comando da Logística – Direção de Aquisições,Lisboa,PT,1350-177,EU_body_1648b8a5e5526a5123c468a64d2927c280866d8655e4b6f02319ce76bd685035,"Vitelsis – Sociedade Comercial de Eletrotécnica, Lda.",Corroios,PT,2855-591,292388.0,292388.0,EUR,,,,292388.0,292388.0,EUR,100.0,0.0,100.0,,100.0,100.0,100.0,357
5481,74418,7eccf626-e203-4097-b8ac-2e93a9b0ccb3,PT,2011.0,Tranferência do Sistema Genesys para o novo edifício de Despacho da EDP distribuição na Boavista / Porto.,35710000.0,35710000,NEGOTIATED_WITH_PUBLICATION,EU_body_078ae758ba65a6558e3dc4e50508aef3153e987ccacc8becbf5d6553afd77fd7,"EDP Distribuição - Energia, SA",Lisboa,PT,1050-044,EU_body_6ecb000294b42c00fcd5aa0de1d7c0f847fba1eb92b2a74a877e88ff053fe649,"EFACEC Engenharia e Sistemas, SA",Moreira Maia,PT,4471-907,,,,,,,708100.0,708100.0,EUR,100.0,0.0,100.0,,100.0,0.0,100.0,357
5779,5589,9f792603-c46e-4ceb-b3e3-43ab74346695,PT,2013.0,Concurso público internacional n.° I0009/2012.,35331000.0,"35330000,35331000",OPEN,EU_body_04be7e625976c18e0efe6425a5931a4326a99f2b9ef0082526f86cb58db9eea9,Ministério da Defesa Nacional – Exército Português – Comando da Logística – Direção de Aquisições,Lisboa,PT,1350-177,EU_body_919859623b336b77f251767edd6220ab6eafbb8f6b9281427f77dc6013b32f2f,Antero Lopes,Lisboa,PT,1150-264,,,,,,,195000.0,195000.0,EUR,100.0,100.0,0.0,,100.0,100.0,100.0,353
5780,5590,9f792603-c46e-4ceb-b3e3-43ab74346695,PT,2013.0,Concurso público internacional n.° I0009/2012.,35331000.0,"35330000,35331000",OPEN,EU_body_04be7e625976c18e0efe6425a5931a4326a99f2b9ef0082526f86cb58db9eea9,Ministério da Defesa Nacional – Exército Português – Comando da Logística – Direção de Aquisições,Lisboa,PT,1350-177,EU_body_2325de6a85cad27cfaadfd726a2b60ac221f21eb7781beff81d29410f383b4d0,Rheinmetall Waffe Munition Gmbh,UNTERLUESS,DE,29345,,,,,,,195000.0,195000.0,EUR,100.0,100.0,0.0,,100.0,100.0,100.0,353
6435,43727,2a626fb3-bc15-4766-bd3a-00b4fbc6956f,PT,2013.0,Procedimento por negociação com publicação de anuncio de concurso nº 01/DRL/DA/12 - aquisição de munições e explosivos.,35330000.0,"35330000,35331000",NEGOTIATED,EU_body_96931d2f706c3b17e4e270136c7a54ca343a6bd0eabbfb2db6b0e08d53ff6e44,Guarda Nacional Republicana - Direcção de Recursos Logísticos - Divisão de Aquisições,Lisboa,PT,1149-064,EU_body_a352c138f51c20a3135debaf6f0926dc824813d234a997ce04445d1c9ed39092,"Lasi Electrónica, Lda",Paços de Arcos,PT,2770-145,10125.0,10125.0,EUR,781698.0,781698.0,EUR,696080.0,696080.0,EUR,0.0,100.0,0.0,,100.0,,100.0,353
6436,43728,2a626fb3-bc15-4766-bd3a-00b4fbc6956f,PT,2013.0,Procedimento por negociação com publicação de anuncio de concurso nº 01/DRL/DA/12 - aquisição de munições e explosivos.,35330000.0,"35330000,35331000",NEGOTIATED,EU_body_96931d2f706c3b17e4e270136c7a54ca343a6bd0eabbfb2db6b0e08d53ff6e44,Guarda Nacional Republicana - Direcção de Recursos Logísticos - Divisão de Aquisições,Lisboa,PT,1149-064,EU_body_a352c138f51c20a3135debaf6f0926dc824813d234a997ce04445d1c9ed39092,"Lasi Electrónica, Lda",Paços de Arcos,PT,2770-145,67903.0,67903.0,EUR,781698.0,781698.0,EUR,696080.0,696080.0,EUR,0.0,100.0,0.0,,100.0,,100.0,353
6437,43729,2a626fb3-bc15-4766-bd3a-00b4fbc6956f,PT,2013.0,Procedimento por negociação com publicação de anuncio de concurso nº 01/DRL/DA/12 - aquisição de munições e explosivos.,35330000.0,"35330000,35331000",NEGOTIATED,EU_body_96931d2f706c3b17e4e270136c7a54ca343a6bd0eabbfb2db6b0e08d53ff6e44,Guarda Nacional Republicana - Direcção de Recursos Logísticos - Divisão de Aquisições,Lisboa,PT,1149-064,EU_body_ac626d3eb8ddeea1317e1a95e07719e8919e26bf52c3b77763d2eb41a149c774,"Qualifire, Lda",Lisboa,,,42000.0,42000.0,EUR,781698.0,781698.0,EUR,696080.0,696080.0,EUR,0.0,100.0,0.0,,100.0,,100.0,353
6438,43730,2a626fb3-bc15-4766-bd3a-00b4fbc6956f,PT,2013.0,Procedimento por negociação com publicação de anuncio de concurso nº 01/DRL/DA/12 - aquisição de munições e explosivos.,35330000.0,"35330000,35331000",NEGOTIATED,EU_body_96931d2f706c3b17e4e270136c7a54ca343a6bd0eabbfb2db6b0e08d53ff6e44,Guarda Nacional Republicana - Direcção de Recursos Logísticos - Divisão de Aquisições,Lisboa,PT,1149-064,EU_body_5667a91140a4cc212e20468a86cccd9d13e91eb118e1db6d148cb58a44beb018,"ALL – Antero Lopes, Lda",Lisboa,PT,1150-264,86846.0,86846.0,EUR,781698.0,781698.0,EUR,696080.0,696080.0,EUR,0.0,100.0,0.0,,100.0,,100.0,353
6439,43731,2a626fb3-bc15-4766-bd3a-00b4fbc6956f,PT,2013.0,Procedimento por negociação com publicação de anuncio de concurso nº 01/DRL/DA/12 - aquisição de munições e explosivos.,35330000.0,"35330000,35331000",NEGOTIATED,EU_body_96931d2f706c3b17e4e270136c7a54ca343a6bd0eabbfb2db6b0e08d53ff6e44,Guarda Nacional Republicana - Direcção de Recursos Logísticos - Divisão de Aquisições,Lisboa,PT,1149-064,EU_body_5667a91140a4cc212e20468a86cccd9d13e91eb118e1db6d148cb58a44beb018,"ALL – Antero Lopes, Lda",Lisboa,PT,1150-264,371520.0,371520.0,EUR,781698.0,781698.0,EUR,696080.0,696080.0,EUR,0.0,100.0,0.0,,100.0,,100.0,353
6440,43732,2a626fb3-bc15-4766-bd3a-00b4fbc6956f,PT,2013.0,Procedimento por negociação com publicação de anuncio de concurso nº 01/DRL/DA/12 - aquisição de munições e explosivos.,35330000.0,"35330000,35331000",NEGOTIATED,EU_body_96931d2f706c3b17e4e270136c7a54ca343a6bd0eabbfb2db6b0e08d53ff6e44,Guarda Nacional Republicana - Direcção de Recursos Logísticos - Divisão de Aquisições,Lisboa,PT,1149-064,EU_body_aae4e63ea8398c05c2b85749b047dabba839889245dc0aa8165f518654543796,"Qualifire, Lda",Milharado,PT,2665-354,69938.0,69938.0,EUR,781698.0,781698.0,EUR,696080.0,696080.0,EUR,0.0,100.0,0.0,,100.0,,100.0,353
6441,43733,2a626fb3-bc15-4766-bd3a-00b4fbc6956f,PT,2013.0,Procedimento por negociação com publicação de anuncio de concurso nº 01/DRL/DA/12 - aquisição de munições e explosivos.,35330000.0,"35330000,35331000",NEGOTIATED,EU_body_96931d2f706c3b17e4e270136c7a54ca343a6bd0eabbfb2db6b0e08d53ff6e44,Guarda Nacional Republicana - Direcção de Recursos Logísticos - Divisão de Aquisições,Lisboa,PT,1149-064,EU_body_a352c138f51c20a3135debaf6f0926dc824813d234a997ce04445d1c9ed39092,"Lasi Electrónica, Lda",Paços de Arcos,PT,2770-145,1320.0,1320.0,EUR,781698.0,781698.0,EUR,696080.0,696080.0,EUR,0.0,100.0,0.0,,100.0,,100.0,353
6442,43734,2a626fb3-bc15-4766-bd3a-00b4fbc6956f,PT,2013.0,Procedimento por negociação com publicação de anuncio de concurso nº 01/DRL/DA/12 - aquisição de munições e explosivos.,35330000.0,"35330000,35331000",NEGOTIATED,EU_body_96931d2f706c3b17e4e270136c7a54ca343a6bd0eabbfb2db6b0e08d53ff6e44,Guarda Nacional Republicana - Direcção de Recursos Logísticos - Divisão de Aquisições,Lisboa,PT,1149-064,EU_body_5667a91140a4cc212e20468a86cccd9d13e91eb118e1db6d148cb58a44beb018,"ALL – Antero Lopes, Lda",Lisboa,PT,1150-264,17250.0,17250.0,EUR,781698.0,781698.0,EUR,696080.0,696080.0,EUR,0.0,100.0,0.0,,100.0,,100.0,353
6443,43735,2a626fb3-bc15-4766-bd3a-00b4fbc6956f,PT,2013.0,Procedimento por negociação com publicação de anuncio de concurso nº 01/DRL/DA/12 - aquisição de munições e explosivos.,35330000.0,"35330000,35331000",NEGOTIATED,EU_body_96931d2f706c3b17e4e270136c7a54ca343a6bd0eabbfb2db6b0e08d53ff6e44,Guarda Nacional Republicana - Direcção de Recursos Logísticos - Divisão de Aquisições,Lisboa,PT,1149-064,EU_body_5667a91140a4cc212e20468a86cccd9d13e91eb118e1db6d148cb58a44beb018,"ALL – Antero Lopes, Lda",Lisboa,PT,1150-264,7068.0,7068.0,EUR,781698.0,781698.0,EUR,696080.0,696080.0,EUR,0.0,100.0,0.0,,100.0,,100.0,353
6444,43736,2a626fb3-bc15-4766-bd3a-00b4fbc6956f,PT,2013.0,Procedimento por negociação com publicação de anuncio de concurso nº 01/DRL/DA/12 - aquisição de munições e explosivos.,35330000.0,"35330000,35331000",NEGOTIATED,EU_body_96931d2f706c3b17e4e270136c7a54ca343a6bd0eabbfb2db6b0e08d53ff6e44,Guarda Nacional Republicana - Direcção de Recursos Logísticos - Divisão de Aquisições,Lisboa,PT,1149-064,EU_body_5667a91140a4cc212e20468a86cccd9d13e91eb118e1db6d148cb58a44beb018,"ALL – Antero Lopes, Lda",Lisboa,PT,1150-264,22110.0,22110.0,EUR,781698.0,781698.0,EUR,696080.0,696080.0,EUR,0.0,100.0,0.0,,100.0,,100.0,353
7090,87222,6c7cb739-81ce-4c0b-b04d-64724603eec0,PT,2013.0,Concurso público n.º A1324A/2013.,35330000.0,35330000,OPEN,EU_body_04be7e625976c18e0efe6425a5931a4326a99f2b9ef0082526f86cb58db9eea9,Ministério da Defesa Nacional – Exército Português – Comando da Logística – Direção de Aquisições,Lisboa,PT,1350-177,EU_body_befd045423403e6352246007067dfccc634b485d63cc41172dd47e1aded40915,LASI,,PT,,284552.0,284552.0,EUR,,,,284552.0,284552.0,EUR,0.0,100.0,100.0,,100.0,100.0,100.0,353
